#Scan#,Adduct,CAS_Number,Charge,Compound_Name,Compound_Source,Data_Collector,ExactMass,FileScanUniqueID,INCHI,INCHI_AUX,Instrument,IonMode,Ion_Source,LibMZ,LibraryName,LibraryQualityString,Library_Class,MQScore,MZErrorPPM,MassDiff,MoleculeExplorerDatasets,MoleculeExplorerFiles,NumberHits,Organism,PI,Precursor_MZ,Pubmed_ID,RT_Query,SharedPeaks,Smiles,SpecCharge,SpecMZ,SpectrumFile,SpectrumID,TIC_Query,UpdateWorkflowName,tags
527877,M+H,112845,1,"Spectral Match to 13-Docosenamide, (Z)- from NIST14",Isolated,Data deposited by aaksenov,0,spectra/specs_ms.pklbin527877,N/A,N/A,HCD,Positive,ESI,338.343,lib-00031.mgf,Bronze,3,0.92668,2.88631,0.000976562,345,29203,1,GNPS-NIST14-MATCHES,Data from P. Dorrestein R. Knight,338.343,N/A,498.49,13,N/A,0,338.342,spectra/specs_ms.pklbin,CCMSLIB00003136830,7642.67,UPDATE-SINGLE-ANNOTATED-BRONZE, 
527879,M+H,112845,1,"Spectral Match to 13-Docosenamide, (Z)- from NIST14",Isolated,Data deposited by aaksenov,0,spectra/specs_ms.pklbin527879,N/A,N/A,HCD,Positive,ESI,338.343,lib-00031.mgf,Bronze,3,0.870978,2.88631,0.000976562,345,29203,1,GNPS-NIST14-MATCHES,Data from P. Dorrestein R. Knight,338.343,N/A,500.191,12,N/A,0,338.342,spectra/specs_ms.pklbin,CCMSLIB00003136830,6732.91,UPDATE-SINGLE-ANNOTATED-BRONZE, 
527896,M+H,112845,1,"Spectral Match to 13-Docosenamide, (Z)- from NIST14",Isolated,Data deposited by aaksenov,0,spectra/specs_ms.pklbin527896,N/A,N/A,HCD,Positive,ESI,338.342,lib-00031.mgf,Bronze,3,0.798378,0,0,345,29203,1,GNPS-NIST14-MATCHES,Data from Rob Knight,338.342,N/A,499.227,11,N/A,0,338.342,spectra/specs_ms.pklbin,CCMSLIB00003137543,10850.1,UPDATE-SINGLE-ANNOTATED-BRONZE,Lipid[Chemical Family]
527911,M+H,112845,1,"Spectral Match to 13-Docosenamide, (Z)- from NIST14",Isolated,Data deposited by aaksenov,0,spectra/specs_ms.pklbin527911,N/A,N/A,HCD,Positive,ESI,338.341,lib-00031.mgf,Bronze,3,0.911896,2.97652,0.00100708,345,29203,1,GNPS-NIST14-MATCHES,Data from P. Dorrestein R. Knight,338.341,N/A,498.719,16,N/A,0,338.342,spectra/specs_ms.pklbin,CCMSLIB00003139543,7830.24,UPDATE-SINGLE-ANNOTATED-BRONZE, 
527938,M+H,112845,1,"Spectral Match to 13-Docosenamide, (Z)- from NIST14",Isolated,Data deposited by aaksenov,0,spectra/specs_ms.pklbin527938,N/A,N/A,QqQ,Positive,ESI,338.342,lib-00031.mgf,Bronze,3,0.880159,0,0,345,29203,1,GNPS-NIST14-MATCHES,Data from P. Dorrestein R. Knight,338.342,N/A,499.778,12,N/A,0,338.342,spectra/specs_ms.pklbin,CCMSLIB00003138200,7410.78,UPDATE-SINGLE-ANNOTATED-BRONZE, 
527952,M+H,112845,1,"Spectral Match to 13-Docosenamide, (Z)- from NIST14",Isolated,Data deposited by aaksenov,0,spectra/specs_ms.pklbin527952,N/A,N/A,QqQ,Positive,ESI,338.342,lib-00031.mgf,Bronze,3,0.916107,0,0,345,29203,1,GNPS-NIST14-MATCHES,Data from P. Dorrestein R. Knight,338.342,N/A,500.104,13,N/A,0,338.342,spectra/specs_ms.pklbin,CCMSLIB00003138200,25121.3,UPDATE-SINGLE-ANNOTATED-BRONZE, 
527963,M+H,112845,1,"Spectral Match to 13-Docosenamide, (Z)- from NIST14",Isolated,Data deposited by aaksenov,0,spectra/specs_ms.pklbin527963,N/A,N/A,QqQ,Positive,ESI,338.342,lib-00031.mgf,Bronze,3,0.89938,0,0,345,29203,1,GNPS-NIST14-MATCHES,Data from P. Dorrestein R. Knight,338.342,N/A,499.176,13,N/A,0,338.342,spectra/specs_ms.pklbin,CCMSLIB00003138200,9867.22,UPDATE-SINGLE-ANNOTATED-BRONZE, 
527994,M+H,112845,1,"Spectral Match to 13-Docosenamide, (Z)- from NIST14",Isolated,Data deposited by rsilva,0,spectra/specs_ms.pklbin527994,N/A,N/A,QqQ,Positive,ESI,338.341,lib-00031.mgf,Bronze,3,0.836891,2.97652,0.00100708,345,29203,1,GNPS-NIST14-MATCHES,Data from Rob Knight,338.341,N/A,499.929,12,N/A,0,338.342,spectra/specs_ms.pklbin,CCMSLIB00003136541,9301.16,UPDATE-SINGLE-ANNOTATED-BRONZE, 
528013,M+H,112845,1,"Spectral Match to 13-Docosenamide, (Z)- from NIST14",Isolated,Data deposited by rsilva,0,spectra/specs_ms.pklbin528013,N/A,N/A,QqQ,Positive,ESI,338.341,lib-00031.mgf,Bronze,3,0.918423,2.97652,0.00100708,345,29203,1,GNPS-NIST14-MATCHES,Data from Rob Knight,338.341,N/A,500.057,15,N/A,0,338.342,spectra/specs_ms.pklbin,CCMSLIB00003136541,8853.68,UPDATE-SINGLE-ANNOTATED-BRONZE, 
528017,M+H,112845,1,"Spectral Match to 13-Docosenamide, (Z)- from NIST14",Isolated,Data deposited by aaksenov,0,spectra/specs_ms.pklbin528017,N/A,N/A,QqQ,Positive,ESI,338.342,lib-00031.mgf,Bronze,3,0.865868,2.97652,0.00100708,345,29203,1,GNPS-NIST14-MATCHES,Data from P. Dorrestein R. Knight,338.342,N/A,500.696,12,N/A,0,338.341,spectra/specs_ms.pklbin,CCMSLIB00003138200,3879.18,UPDATE-SINGLE-ANNOTATED-BRONZE, 
528035,M+H,112845,1,"Spectral Match to 13-Docosenamide, (Z)- from NIST14",Isolated,Data deposited by aaksenov,0,spectra/specs_ms.pklbin528035,N/A,N/A,HCD,Positive,ESI,338.341,lib-00031.mgf,Bronze,3,0.871844,2.97652,0.00100708,345,29203,1,GNPS-NIST14-MATCHES,Data from P. Dorrestein R. Knight,338.341,N/A,500.272,15,N/A,0,338.342,spectra/specs_ms.pklbin,CCMSLIB00003139543,7882.09,UPDATE-SINGLE-ANNOTATED-BRONZE, 
528042,M+H,112845,1,"Spectral Match to 13-Docosenamide, (Z)- from NIST14",Isolated,Data deposited by aaksenov,0,spectra/specs_ms.pklbin528042,N/A,N/A,QqQ,Positive,ESI,338.342,lib-00031.mgf,Bronze,3,0.875139,0,0,345,29203,1,GNPS-NIST14-MATCHES,Data from P. Dorrestein R. Knight,338.342,N/A,498.537,11,N/A,0,338.342,spectra/specs_ms.pklbin,CCMSLIB00003138200,3673.42,UPDATE-SINGLE-ANNOTATED-BRONZE, 
528051,M+H,112845,1,"Spectral Match to 13-Docosenamide, (Z)- from NIST14",Isolated,Data deposited by aaksenov,0,spectra/specs_ms.pklbin528051,N/A,N/A,HCD,Positive,ESI,338.341,lib-00031.mgf,Bronze,3,0.911404,2.97652,0.00100708,345,29203,1,GNPS-NIST14-MATCHES,Data from P. Dorrestein R. Knight,338.341,N/A,499.479,14,N/A,0,338.342,spectra/specs_ms.pklbin,CCMSLIB00003139543,7777.33,UPDATE-SINGLE-ANNOTATED-BRONZE, 
528072,M+H,112845,1,"Spectral Match to 13-Docosenamide, (Z)- from NIST14",Isolated,Data deposited by aaksenov,0,spectra/specs_ms.pklbin528072,N/A,N/A,HCD,Positive,ESI,338.341,lib-00031.mgf,Bronze,3,0.834265,2.97652,0.00100708,345,29203,1,GNPS-NIST14-MATCHES,Data from P. Dorrestein R. Knight,338.341,N/A,498.604,13,N/A,0,338.342,spectra/specs_ms.pklbin,CCMSLIB00003139543,5791.64,UPDATE-SINGLE-ANNOTATED-BRONZE, 
528076,M+H,112845,1,"Spectral Match to 13-Docosenamide, (Z)- from NIST14",Isolated,Data deposited by aaksenov,0,spectra/specs_ms.pklbin528076,N/A,N/A,HCD,Positive,ESI,338.341,lib-00031.mgf,Bronze,3,0.847342,2.97652,0.00100708,345,29203,1,GNPS-NIST14-MATCHES,Data from P. Dorrestein R. Knight,338.341,N/A,499.463,14,N/A,0,338.342,spectra/specs_ms.pklbin,CCMSLIB00003139543,3961.88,UPDATE-SINGLE-ANNOTATED-BRONZE, 
528108,M+H,112845,1,"Spectral Match to 13-Docosenamide, (Z)- from NIST14",Isolated,Data deposited by aaksenov,0,spectra/specs_ms.pklbin528108,N/A,N/A,HCD,Positive,ESI,338.341,lib-00031.mgf,Bronze,3,0.84956,2.97652,0.00100708,345,29203,1,GNPS-NIST14-MATCHES,Data from P. Dorrestein R. Knight,338.341,N/A,499.228,14,N/A,0,338.342,spectra/specs_ms.pklbin,CCMSLIB00003139543,4856.25,UPDATE-SINGLE-ANNOTATED-BRONZE, 
528131,M+H,112845,1,"Spectral Match to 13-Docosenamide, (Z)- from NIST14",Isolated,Data deposited by aaksenov,0,spectra/specs_ms.pklbin528131,N/A,N/A,HCD,Positive,ESI,338.341,lib-00031.mgf,Bronze,3,0.875199,2.97652,0.00100708,345,29203,1,GNPS-NIST14-MATCHES,Data from P. Dorrestein R. Knight,338.341,N/A,500.166,14,N/A,0,338.342,spectra/specs_ms.pklbin,CCMSLIB00003139543,3803.64,UPDATE-SINGLE-ANNOTATED-BRONZE, 
532004,M+H-H2O,2716532,1,Spectral Match to Monoelaidin from NIST14,Isolated,Data deposited by amelnik,0,spectra/specs_ms.pklbin532004,N/A,N/A,HCD,Positive,ESI,339.289,lib-00031.mgf,Bronze,3,0.917896,2.96821,0.00100708,161,11827,1,GNPS-NIST14-MATCHES,Data from Pieter Dorrestein,339.289,N/A,428.089,10,N/A,0,339.29,spectra/specs_ms.pklbin,CCMSLIB00003138932,18372,UPDATE-SINGLE-ANNOTATED-BRONZE, 
537692,M-H,547251,1,Spectral Match to D-Turanose from NIST14,Isolated,Data deposited by alchemistmatt,0,spectra/specs_ms.pklbin537692,N/A,N/A,QqQ,Negative,ESI,341.108,lib-00031.mgf,Bronze,3,0.727123,5845.62,1.99399,13,181,1,GNPS-NIST14-MATCHES,Data from Katrina Waters;Yoshihiro Kawaoka;Richard Smith;Thomas Metz;Ralph Baric,341.108,N/A,163.32,6,N/A,0,343.102,spectra/specs_ms.pklbin,CCMSLIB00003139253,12925.6,UPDATE-SINGLE-ANNOTATED-BRONZE, 
537849,M-H,547251,1,Spectral Match to D-Turanose from NIST14,Isolated,Data deposited by alchemistmatt,0,spectra/specs_ms.pklbin537849,N/A,N/A,QqQ,Negative,ESI,341.108,lib-00031.mgf,Bronze,3,0.729066,5845.62,1.99399,13,181,1,GNPS-NIST14-MATCHES,Data from Katrina Waters;Yoshihiro Kawaoka;Richard Smith;Thomas Metz;Ralph Baric,341.108,N/A,163.105,5,N/A,0,343.102,spectra/specs_ms.pklbin,CCMSLIB00003139253,3813.58,UPDATE-SINGLE-ANNOTATED-BRONZE, 
537908,[M+H]+,60207-90-1,1,Massbank:KO004221 Tilt (TM)|Propiconazole,Isolated,Massbank,0,spectra/specs_ms.pklbin537908,"1S/C15H17Cl2N3O2/c1-2-3-12-7-21-15(22-12,8-20-10-18-9-19-20)13-5-4-11(16)6-14(13)17/h4-6,9-10,12H,2-3,7-8H2,1H3",N/A,LC-ESI-QQ,Positive,ESI,342,lib-00004.mgf,Bronze,3,0.710565,3222.19,1.10199,2,71,1,MASSBANK,Putative Massbank Match,342,N/A,163.745,5,CCCC(C3)OC(O3)(Cn(c2)ncn2)c(c1)c(Cl)cc(Cl)c1,0,343.102,spectra/specs_ms.pklbin,CCMSLIB00000220965,5946.47,UPDATE-SINGLE-ANNOTATED-BRONZE, 
543288,[M+H]+,N/A,1,Kanakugiol,isolated,MoNA:VF-NPL-QEHF005971,0,spectra/specs_ms.pklbin543288,"InChI=1S/C19H20O6/c1-22-16-14(13(20)11-10-12-8-6-5-7-9-12)15(21)17(23-2)19(25-4)18(16)24-3/h5-11,21H,1-4H3/b11-10+",N/A,ESI-QFT,positive,N/A,345.133,lib-00028.mgf,Bronze,3,0.775525,5734.03,1.979,0,0,1,MONA,MoNA,345.133,N/A,348.088,5,N/A,0,343.154,spectra/specs_ms.pklbin,CCMSLIB00004697034,254970,UPDATE-SINGLE-ANNOTATED-BRONZE, 
5444,[M-H]-,N/A,1,2-hydroxycinnamic acid,isolated,MoNA:VF-NPL-QEHF000678,0,spectra/specs_ms.pklbin5444,"InChI=1S/C9H8O3/c10-8-4-2-1-3-7(8)5-6-9(11)12/h1-6,10H,(H,11,12)/b6-5+",N/A,ESI-QFT,negative,N/A,163.04,lib-00028.mgf,Bronze,3,0.722379,6550.5,1.06799,0,0,1,MONA,MoNA,163.04,N/A,665.316,5,N/A,0,161.972,spectra/specs_ms.pklbin,CCMSLIB00004691741,11170.8,UPDATE-SINGLE-ANNOTATED-BRONZE, 
552165,M+H,N/A,1,CocamidopropylBetaine,Cosmetic _raw meterial,Amina,342.288,spectra/specs_ms.pklbin552165,N/A,N/A,Q-TOF,Positive,ESI,343.296,lib-00013.mgf,Silver,2,0.870395,0,0,156,15754,1,GNPS-LIBRARY,Dorrestein,343.296,N/A,270.802,6,CCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(=O)[O-],0,343.296,spectra/specs_ms.pklbin,CCMSLIB00000077206,3988.58,UPDATE-SINGLE-ANNOTATED-SILVER,Surfactant[Chemical Family]
552186,M+H,N/A,1,CocamidopropylBetaine,Cosmetic _raw meterial,Amina,342.288,spectra/specs_ms.pklbin552186,N/A,N/A,Q-TOF,Positive,ESI,343.296,lib-00013.mgf,Silver,2,0.952091,0,0,156,15754,1,GNPS-LIBRARY,Dorrestein,343.296,N/A,269.871,12,CCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(=O)[O-],0,343.296,spectra/specs_ms.pklbin,CCMSLIB00000077206,28975.5,UPDATE-SINGLE-ANNOTATED-SILVER,Surfactant[Chemical Family]
554060,M+H-H2O,20283925,1,Spectral Match to Rosmarinic acid from NIST14,Isolated,Data deposited by lfnothias,0,spectra/specs_ms.pklbin554060,N/A,N/A,IT/ion trap,Positive,ESI,343.081,lib-00031.mgf,Bronze,3,0.833861,3325.72,1.14099,7,262,1,GNPS-NIST14-MATCHES,Data from Pieter Dorrestein,343.081,N/A,363.288,5,N/A,0,344.222,spectra/specs_ms.pklbin,CCMSLIB00003138149,23938.6,UPDATE-SINGLE-ANNOTATED-BRONZE, 
558477,[M+H]+,N/A,1,"2-[(4-hydroxy-3,5-dimethoxyphenyl)methoxy]-6-(hydroxymethyl)oxane-3,4,5-triol",isolated,MoNA:VF-NPL-QEHF020392,0,spectra/specs_ms.pklbin558477,"InChI=1S/C15H22O9/c1-21-8-3-7(4-9(22-2)11(8)17)6-23-15-14(20)13(19)12(18)10(5-16)24-15/h3-4,10,12-20H,5-6H2,1-2H3",N/A,ESI-QFT,positive,N/A,347.134,lib-00028.mgf,Bronze,3,0.835809,2.90113,0.00100708,0,0,1,MONA,MoNA,347.134,N/A,114.129,8,N/A,0,347.133,spectra/specs_ms.pklbin,CCMSLIB00004711455,25824.2,UPDATE-SINGLE-ANNOTATED-BRONZE, 
560806,M+H,4955-22-0,1,"NCGC00380833-01_C20H28O5_Gibbane-1,10-dicarboxylic acid, 2-hydroxy-1,4a-dimethyl-8-methylene-, (1alpha,2beta,4aalpha,4bbeta,10beta)-",isolated,lfnothias,348.194,spectra/specs_ms.pklbin560806,"InChI=1S/C20H28O5/c1-10-8-20-9-11(10)4-5-12(20)18(2)7-6-13(21)19(3,17(24)25)15(18)14(20)16(22)23/h11-15,21H,1,4-9H2,2-3H3,(H,22,23)(H,24,25)/t11-,12+,13+,14-,15+,18+,19-,20+/m1/s1",N/A,Maxis II HD Q-TOF Bruker,positive,LC-ESI,349.201,lib-00002.mgf,Gold,1,0.718339,166.046,0.0579834,7,87,1,GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE,Jadhav/Dorrestein,349.201,n/a,213.42,9,C[C@@]12CC[C@H](O)[C@](C)([C@H]1[C@H](C(O)=O)[C@@]34C[C@@H](CC[C@@H]23)C(=C)C4)C(O)=O,0,349.143,spectra/specs_ms.pklbin,CCMSLIB00000851176,35304.5,UPDATE-SINGLE-ANNOTATED-GOLD, 
572874,Cat,3486677,1,Spectral Match to Palmatine cation from NIST14,Isolated,Data deposited by lfnothias,0,spectra/specs_ms.pklbin572874,N/A,N/A,Q-TOF,Positive,ESI,352.159,lib-00031.mgf,Bronze,3,0.752654,14.212,0.00500488,1,1,1,GNPS-NIST14-MATCHES,Data from Pieter Dorrestein;Ajit Jadhav,352.159,N/A,201.458,5,N/A,0,352.154,spectra/specs_ms.pklbin,CCMSLIB00003136995,14518.7,UPDATE-SINGLE-ANNOTATED-BRONZE, 
578056,[M+H]+,N/A,1,"4-[2-[(2-ethyl-2,3-dihydroxybutanoyl)oxymethyl]anilino]-4-oxobutanoic acid",isolated,MoNA:VF-NPL-QEHF023569,0,spectra/specs_ms.pklbin578056,"InChI=1S/C17H23NO7/c1-3-17(24,11(2)19)16(23)25-10-12-6-4-5-7-13(12)18-14(20)8-9-15(21)22/h4-7,11,19,24H,3,8-10H2,1-2H3,(H,18,20)(H,21,22)",N/A,ESI-QFT,positive,N/A,354.155,lib-00028.mgf,Bronze,3,0.787466,2837.75,1.005,0,0,1,MONA,MoNA,354.155,N/A,205.523,8,N/A,0,353.15,spectra/specs_ms.pklbin,CCMSLIB00004714632,7490.47,UPDATE-SINGLE-ANNOTATED-BRONZE, 
57824,M+H,168293-10-5,1,"2,3-dihydroxy-1-(4-hydroxy-3-methoxyphenyl)-propan-1-one",Isolated,TJ Ling,212.068,spectra/specs_ms.pklbin57824, , ,qTof,Positive,LC-ESI,213.076,lib-00013.mgf,Bronze,3,0.731315,9095.36,1.938,0,0,1,GNPS-LIBRARY,TJ Ling,213.076, ,113.895,5,OC1=C(OC)C=C(C(C(CO)O)=O)C=C1,0,211.138,spectra/specs_ms.pklbin,CCMSLIB00000579258,6884.12,UPDATE-SINGLE-ANNOTATED-BRONZE, 
580420,M+H,18465991,1,"Spectral Match to Monolinolenin (9c,12c,15c) from NIST14",Isolated,Data deposited by amelnik,0,spectra/specs_ms.pklbin580420,N/A,N/A,HCD,Positive,ESI,353.268,lib-00031.mgf,Bronze,3,0.823559,2.85075,0.00100708,101,3591,1,GNPS-NIST14-MATCHES,Data from Rob Knight ,353.268,N/A,325.928,11,N/A,0,353.269,spectra/specs_ms.pklbin,CCMSLIB00003134963,12296.6,UPDATE-SINGLE-ANNOTATED-BRONZE, 
581486,[M+H]+,N/A,1,"Massbank:PB005728 Xanthohumol|(E)-1-[2,4-dihydroxy-6-methoxy-3-(3-methylbut-2-enyl)phenyl]-3-(4-hydroxyphenyl)prop-2-en-1-one",Isolated,Massbank,0,spectra/specs_ms.pklbin581486,"1S/C21H22O5/c1-13(2)4-10-16-18(24)12-19(26-3)20(21(16)25)17(23)11-7-14-5-8-15(22)9-6-14/h4-9,11-12,22,24-25H,10H2,1-3H3/b11-7+",N/A,LC-ESI-QTOF,Positive,ESI,355.155,lib-00004.mgf,Bronze,3,0.955778,2.83561,0.00100708,18,498,1,MASSBANK,Putative Massbank Match,355.155,N/A,256.456,8,CC(=CCC1=C(C=C(C(=C1O)C(=O)C=CC2=CC=C(C=C2)O)OC)O)C,0,355.154,spectra/specs_ms.pklbin,CCMSLIB00000222255,29500.8,UPDATE-SINGLE-ANNOTATED-BRONZE, 
581497,[M+H]+,N/A,1,"Massbank:PB005728 Xanthohumol|(E)-1-[2,4-dihydroxy-6-methoxy-3-(3-methylbut-2-enyl)phenyl]-3-(4-hydroxyphenyl)prop-2-en-1-one",Isolated,Massbank,0,spectra/specs_ms.pklbin581497,"1S/C21H22O5/c1-13(2)4-10-16-18(24)12-19(26-3)20(21(16)25)17(23)11-7-14-5-8-15(22)9-6-14/h4-9,11-12,22,24-25H,10H2,1-3H3/b11-7+",N/A,LC-ESI-QTOF,Positive,ESI,355.155,lib-00004.mgf,Bronze,3,0.927067,2.83561,0.00100708,18,498,1,MASSBANK,Putative Massbank Match,355.155,N/A,331.828,6,CC(=CCC1=C(C=C(C(=C1O)C(=O)C=CC2=CC=C(C=C2)O)OC)O)C,0,355.154,spectra/specs_ms.pklbin,CCMSLIB00000222255,5730.23,UPDATE-SINGLE-ANNOTATED-BRONZE, 
581529,M+H-H2O,5255174,1,Spectral Match to 3.beta.-Hydroxy-5-cholenoic acid from NIST14,Isolated,Data deposited by amelnik,0,spectra/specs_ms.pklbin581529,N/A,N/A,HCD,Positive,ESI,357.279,lib-00031.mgf,Bronze,3,0.8049,36.3875,0.0130005,62,5296,1,GNPS-NIST14-MATCHES,Data from P.Dorrestein,357.279,N/A,290.978,15,N/A,0,357.266,spectra/specs_ms.pklbin,CCMSLIB00003135494,40072.3,UPDATE-SINGLE-ANNOTATED-BRONZE, 
581543,M+H-H2O,5255174,1,Spectral Match to 3.beta.-Hydroxy-5-cholenoic acid from NIST14,Isolated,Data deposited by fevargas,0,spectra/specs_ms.pklbin581543,N/A,N/A,HCD,Positive,ESI,357.278,lib-00031.mgf,Bronze,3,0.851653,2.81876,0.00100708,62,5296,1,GNPS-NIST14-MATCHES,Data from Christopher A. Lowry,357.278,N/A,315.518,14,N/A,0,357.277,spectra/specs_ms.pklbin,CCMSLIB00003134721,70887,UPDATE-SINGLE-ANNOTATED-BRONZE, 
581879,M+H-3H2O,81254,1,Spectral Match to Cholic acid from NIST14,Isolated,Data deposited by fevargas,0,spectra/specs_ms.pklbin581879,N/A,N/A,QqQ,Positive,ESI,355.263,lib-00031.mgf,Bronze,3,0.82935,0,0,172,16159,1,GNPS-NIST14-MATCHES,Data from Christopher A. Lowry,355.263,N/A,270.89,13,N/A,0,355.263,spectra/specs_ms.pklbin,CCMSLIB00003136615,148251,UPDATE-SINGLE-ANNOTATED-BRONZE, 
582419,M+H,2258926,1,Spectral Match to 1-Linoleoylglycerol from NIST14,Isolated,Data deposited by amelnik,0,spectra/specs_ms.pklbin582419,N/A,N/A,HCD,Positive,ESI,355.284,lib-00031.mgf,Bronze,3,0.813021,5.58326,0.00198364,81,4033,1,GNPS-NIST14-MATCHES,Data from Rob Knight ,355.284,N/A,403.661,10,N/A,0,355.282,spectra/specs_ms.pklbin,CCMSLIB00003134936,16847,UPDATE-SINGLE-ANNOTATED-BRONZE, 
582432,M+H,3443821,1,Spectral Match to 2-Linoleoylglycerol from NIST14,Isolated,Data deposited by tal_lk,0,spectra/specs_ms.pklbin582432,"InChI=1S/C21H38O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-21(24)25-20(18-22)19-23/h6-7,9-10,20,22-23H,2-5,8,11-19H2,1H3/b7-6-,10-9-",N/A,qTof,Positive,LC-ESI,355.286,lib-00031.mgf,Bronze,3,0.889753,8.50368,0.00302124,55,3724,1,GNPS-NIST14-MATCHES,Data from Cichewicz,355.286,N/A,403.453,13,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC(CO)CO,0,355.283,spectra/specs_ms.pklbin,CCMSLIB00003136187,38011.4,UPDATE-SINGLE-ANNOTATED-BRONZE, 
582515,M+H,3443821,1,Spectral Match to 2-Linoleoylglycerol from NIST14,Isolated,Data deposited by tal_lk,0,spectra/specs_ms.pklbin582515,"InChI=1S/C21H38O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-21(24)25-20(18-22)19-23/h6-7,9-10,20,22-23H,2-5,8,11-19H2,1H3/b7-6-,10-9-",N/A,qTof,Positive,LC-ESI,355.286,lib-00031.mgf,Bronze,3,0.878499,11.2523,0.0039978,55,3724,1,GNPS-NIST14-MATCHES,Data from Cichewicz,355.286,N/A,401.821,12,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC(CO)CO,0,355.282,spectra/specs_ms.pklbin,CCMSLIB00003136187,4568.96,UPDATE-SINGLE-ANNOTATED-BRONZE, 
582559,M+H,2258926,1,Spectral Match to 1-Linoleoylglycerol from NIST14,Isolated,Data deposited by amelnik,0,spectra/specs_ms.pklbin582559,N/A,N/A,HCD,Positive,ESI,355.284,lib-00031.mgf,Bronze,3,0.800332,5.58326,0.00198364,81,4033,1,GNPS-NIST14-MATCHES,Data from Rob Knight ,355.284,N/A,401.788,8,N/A,0,355.282,spectra/specs_ms.pklbin,CCMSLIB00003134936,3502.93,UPDATE-SINGLE-ANNOTATED-BRONZE, 
582584,M+H,3443821,1,Spectral Match to 2-Linoleoylglycerol from NIST14,Isolated,Data deposited by tal_lk,0,spectra/specs_ms.pklbin582584,"InChI=1S/C21H38O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-21(24)25-20(18-22)19-23/h6-7,9-10,20,22-23H,2-5,8,11-19H2,1H3/b7-6-,10-9-",N/A,qTof,Positive,LC-ESI,355.286,lib-00031.mgf,Bronze,3,0.700317,11.2523,0.0039978,55,3724,1,GNPS-NIST14-MATCHES,Data from Cichewicz,355.286,N/A,402.758,7,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC(CO)CO,0,355.282,spectra/specs_ms.pklbin,CCMSLIB00003136187,3386.47,UPDATE-SINGLE-ANNOTATED-BRONZE, 
582961,M+H,2258926,1,Spectral Match to 1-Linoleoylglycerol from NIST14,Isolated,Data deposited by amelnik,0,spectra/specs_ms.pklbin582961,N/A,N/A,HCD,Positive,ESI,355.284,lib-00031.mgf,Bronze,3,0.781352,5.58326,0.00198364,81,4033,1,GNPS-NIST14-MATCHES,Data from Rob Knight ,355.284,N/A,403.502,9,N/A,0,355.282,spectra/specs_ms.pklbin,CCMSLIB00003134936,4338.59,UPDATE-SINGLE-ANNOTATED-BRONZE, 
583955,M+H,3443821,1,Spectral Match to 2-Linoleoylglycerol from NIST14,Isolated,Data deposited by tal_lk,0,spectra/specs_ms.pklbin583955,"InChI=1S/C21H38O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-21(24)25-20(18-22)19-23/h6-7,9-10,20,22-23H,2-5,8,11-19H2,1H3/b7-6-,10-9-",N/A,qTof,Positive,LC-ESI,355.286,lib-00031.mgf,Bronze,3,0.844785,8.50368,0.00302124,55,3724,1,GNPS-NIST14-MATCHES,Data from Cichewicz,355.286,N/A,403.168,11,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC(CO)CO,0,355.283,spectra/specs_ms.pklbin,CCMSLIB00003136187,3938.39,UPDATE-SINGLE-ANNOTATED-BRONZE, 
586634,M+H-2H2O,474259,1,Spectral Match to Chenodeoxycholic acid from NIST14,Isolated,Data deposited by fevargas,0,spectra/specs_ms.pklbin586634,N/A,N/A,QqQ,Positive,ESI,357.279,lib-00031.mgf,Bronze,3,0.827831,0,0,48,4388,1,GNPS-NIST14-MATCHES,Data from Joshua Wollam,357.279,N/A,310.717,13,N/A,0,357.279,spectra/specs_ms.pklbin,CCMSLIB00003138468,53378.4,UPDATE-SINGLE-ANNOTATED-BRONZE, 
586637,M+H-H2O,5255174,1,Spectral Match to 3.beta.-Hydroxy-5-cholenoic acid from NIST14,Isolated,Data deposited by amelnik,0,spectra/specs_ms.pklbin586637,N/A,N/A,HCD,Positive,ESI,357.279,lib-00031.mgf,Bronze,3,0.875596,0,0,62,5296,1,GNPS-NIST14-MATCHES,Data from P.Dorrestein,357.279,N/A,291.857,14,N/A,0,357.279,spectra/specs_ms.pklbin,CCMSLIB00003135494,33066.5,UPDATE-SINGLE-ANNOTATED-BRONZE, 
